Year;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Population;3032250289;3073414947;3126522093;3191775835;3257440880;3324538968;3394809860;3464473634;3535103119;3610072658;3685815205;3763467423;3840341722;3916313974;3992941316;4067812797;4140725717;4213403178;4287248579;4362952966;4439412151;4517865693;4599238699;4681318990;4763100740;4846395309;4932167979;5020053998;5108862657;5197808183;5288137359;5375716954;5459838024;5544808371;5628818958;5713659163;5796553892;5879181284;5960951251;6041479766;6121371868;6200826289;6280008070;6359405021;6439366735;6519872183;6601083228;6682860600;6765986891;6849272706;6932596129;7014792135;7099311892;7184861447;7271057715;7357233590;
